Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
23-Feb-21,Probable cases,59,59,,2/24/2021,2/10/2021,confirmed plus probable cases,Milwaukee County,1572,2,10,2,12
22-Feb-21,Probable cases,75,75,,2/23/2021,2/9/2021,confirmed plus probable cases,Milwaukee County,1572,13,54,13,67
21-Feb-21,Probable cases,81,81,,2/22/2021,2/8/2021,confirmed plus probable cases,Milwaukee County,1572,7,25,7,32
20-Feb-21,Probable cases,85,85,,2/21/2021,2/7/2021,confirmed plus probable cases,Milwaukee County,1572,8,43,8,51
19-Feb-21,Probable cases,89,89,,2/20/2021,2/6/2021,confirmed plus probable cases,Milwaukee County,1572,19,73,19,92
18-Feb-21,Probable cases,91,91,,2/19/2021,2/5/2021,confirmed plus probable cases,Milwaukee County,1572,16,55,16,71
17-Feb-21,Probable cases,97,97,,2/18/2021,2/4/2021,confirmed plus probable cases,Milwaukee County,1572,12,82,12,94
16-Feb-21,Probable cases,101,101,,2/17/2021,2/3/2021,confirmed plus probable cases,Milwaukee County,1572,25,94,25,119
15-Feb-21,Probable cases,105,105,,2/16/2021,2/2/2021,confirmed plus probable cases,Milwaukee County,1572,27,81,27,108
14-Feb-21,Probable cases,108,108,,2/15/2021,2/1/2021,confirmed plus probable cases,Milwaukee County,1572,6,59,6,65
13-Feb-21,Probable cases,110,110,,2/14/2021,1/31/2021,confirmed plus probable cases,Milwaukee County,1572,7,69,7,76
12-Feb-21,Probable cases,113,113,,2/13/2021,1/30/2021,confirmed plus probable cases,Milwaukee County,1572,21,88,21,109
11-Feb-21,Probable cases,119,119,,2/12/2021,1/29/2021,confirmed plus probable cases,Milwaukee County,1572,20,88,20,108
10-Feb-21,Probable cases,126,126,,2/11/2021,1/28/2021,confirmed plus probable cases,Milwaukee County,1572,15,112,15,127
9-Feb-21,Probable cases,133,133,,2/10/2021,1/27/2021,confirmed plus probable cases,Milwaukee County,1572,16,126,16,142
8-Feb-21,Probable cases,143,143,,2/9/2021,1/26/2021,confirmed plus probable cases,Milwaukee County,1572,14,119,14,133
7-Feb-21,Probable cases,161,161,,2/8/2021,1/25/2021,confirmed plus probable cases,Milwaukee County,1572,9,72,9,81
6-Feb-21,Probable cases,168,168,,2/7/2021,1/24/2021,confirmed plus probable cases,Milwaukee County,1572,7,84,7,91
5-Feb-21,Probable cases,180,180,,2/6/2021,1/23/2021,confirmed plus probable cases,Milwaukee County,1572,24,129,24,153
4-Feb-21,Probable cases,195,195,,2/5/2021,1/22/2021,confirmed plus probable cases,Milwaukee County,1572,16,139,16,155
3-Feb-21,Probable cases,209,209,,2/4/2021,1/21/2021,confirmed plus probable cases,Milwaukee County,1572,22,157,22,179
2-Feb-21,Probable cases,224,224,,2/3/2021,1/20/2021,confirmed plus probable cases,Milwaukee County,1572,33,176,33,209
1-Feb-21,Probable cases,229,229,,2/2/2021,1/19/2021,confirmed plus probable cases,Milwaukee County,1572,39,224,39,263
31-Jan-21,Probable cases,237,237,,2/1/2021,1/18/2021,confirmed plus probable cases,Milwaukee County,1572,5,127,5,132
30-Jan-21,Probable cases,240,240,,1/31/2021,1/17/2021,confirmed plus probable cases,Milwaukee County,1572,23,149,23,172
29-Jan-21,Probable cases,244,244,,1/30/2021,1/16/2021,confirmed plus probable cases,Milwaukee County,1572,41,218,41,259
28-Jan-21,Probable cases,244,244,,1/29/2021,1/15/2021,confirmed plus probable cases,Milwaukee County,1572,24,225,24,249
27-Jan-21,Probable cases,250,250,,1/28/2021,1/14/2021,confirmed plus probable cases,Milwaukee County,1572,37,248,37,285
26-Jan-21,Probable cases,258,258,,1/27/2021,1/13/2021,confirmed plus probable cases,Milwaukee County,1572,27,216,27,243
25-Jan-21,Probable cases,268,268,,1/26/2021,1/12/2021,confirmed plus probable cases,Milwaukee County,1572,45,274,45,319
24-Jan-21,Probable cases,274,274,,1/25/2021,1/11/2021,confirmed plus probable cases,Milwaukee County,1572,19,139,19,158
23-Jan-21,Probable cases,280,280,,1/24/2021,1/10/2021,confirmed plus probable cases,Milwaukee County,1572,21,176,21,197
22-Jan-21,Probable cases,285,285,,1/23/2021,1/9/2021,confirmed plus probable cases,Milwaukee County,1572,25,238,25,263
21-Jan-21,Probable cases,295,295,,1/22/2021,1/8/2021,confirmed plus probable cases,Milwaukee County,1572,38,252,38,290
20-Jan-21,Probable cases,303,303,,1/21/2021,1/7/2021,confirmed plus probable cases,Milwaukee County,1572,34,302,34,336
19-Jan-21,Probable cases,317,317,,1/20/2021,1/6/2021,confirmed plus probable cases,Milwaukee County,1572,40,278,40,318
18-Jan-21,Probable cases,332,332,,1/19/2021,1/5/2021,confirmed plus probable cases,Milwaukee County,1572,47,311,47,358
17-Jan-21,Probable cases,369,369,,1/18/2021,1/4/2021,confirmed plus probable cases,Milwaukee County,1572,29,170,29,199
16-Jan-21,Probable cases,377,377,,1/17/2021,1/3/2021,confirmed plus probable cases,Milwaukee County,1572,24,212,24,236
15-Jan-21,Probable cases,390,390,,1/16/2021,1/2/2021,confirmed plus probable cases,Milwaukee County,1572,63,268,63,331
14-Jan-21,Probable cases,410,410,,1/15/2021,1/1/2021,confirmed plus probable cases,Milwaukee County,1572,47,300,47,347
13-Jan-21,Probable cases,419,419,,1/14/2021,12/31/2020,confirmed plus probable cases,Milwaukee County,1572,73,360,73,433
12-Jan-21,Probable cases,428,428,,1/13/2021,12/30/2020,confirmed plus probable cases,Milwaukee County,1572,76,347,76,423
11-Jan-21,Probable cases,458,458,,1/12/2021,12/29/2020,confirmed plus probable cases,Milwaukee County,1572,127,490,127,617
10-Jan-21,Probable cases,462,462,,1/11/2021,12/28/2020,confirmed plus probable cases,Milwaukee County,1572,28,224,28,252
9-Jan-21,Probable cases,478,478,,1/10/2021,12/27/2020,confirmed plus probable cases,Milwaukee County,1572,31,301,31,332
8-Jan-21,Probable cases,498,498,,1/9/2021,12/26/2020,confirmed plus probable cases,Milwaukee County,1572,69,399,69,468
7-Jan-21,Probable cases,475,475,,1/8/2021,12/25/2020,confirmed plus probable cases,Milwaukee County,1572,57,357,57,414
6-Jan-21,Probable cases,477,477,,1/7/2021,12/24/2020,confirmed plus probable cases,Milwaukee County,1572,44,452,44,496
5-Jan-21,Probable cases,473,473,,1/6/2021,12/23/2020,confirmed plus probable cases,Milwaukee County,1572,101,529,101,630
4-Jan-21,Probable cases,466,466,,1/5/2021,12/22/2020,confirmed plus probable cases,Milwaukee County,1572,79,565,79,644
3-Jan-21,Probable cases,467,467,,1/4/2021,12/21/2020,confirmed plus probable cases,Milwaukee County,1572,33,329,33,362
2-Jan-21,Probable cases,461,461,,1/3/2021,12/20/2020,confirmed plus probable cases,Milwaukee County,1572,34,441,34,475
1-Jan-21,Probable cases,453,453,,1/2/2021,12/19/2020,confirmed plus probable cases,Milwaukee County,1572,36,269,36,305
31-Dec-20,Probable cases,439,439,,1/1/2021,12/18/2020,confirmed plus probable cases,Milwaukee County,1572,46,385,46,431
30-Dec-20,Probable cases,420,420,,12/31/2020,12/17/2020,confirmed plus probable cases,Milwaukee County,1572,44,424,44,468
29-Dec-20,Probable cases,414,414,,12/30/2020,12/16/2020,confirmed plus probable cases,Milwaukee County,1572,51,528,51,579
28-Dec-20,Probable cases,399,399,,12/29/2020,12/15/2020,confirmed plus probable cases,Milwaukee County,1572,72,579,72,651
27-Dec-20,Probable cases,379,379,,12/28/2020,12/14/2020,confirmed plus probable cases,Milwaukee County,1572,27,293,27,320
26-Dec-20,Probable cases,375,375,,12/27/2020,12/13/2020,confirmed plus probable cases,Milwaukee County,1572,32,386,32,418
25-Dec-20,Probable cases,361,361,,12/26/2020,12/12/2020,confirmed plus probable cases,Milwaukee County,1572,9,200,9,209
24-Dec-20,Probable cases,388,388,,12/25/2020,12/11/2020,confirmed plus probable cases,Milwaukee County,1572,28,272,28,300
23-Dec-20,Probable cases,415,415,,12/24/2020,12/10/2020,confirmed plus probable cases,Milwaukee County,1572,60,363,60,423
22-Dec-20,Probable cases,428,428,,12/23/2020,12/9/2020,confirmed plus probable cases,Milwaukee County,1572,65,409,65,474
21-Dec-20,Probable cases,440,440,,12/22/2020,12/8/2020,confirmed plus probable cases,Milwaukee County,1572,76,438,76,514
20-Dec-20,Probable cases,459,459,,12/21/2020,12/7/2020,confirmed plus probable cases,Milwaukee County,1572,21,272,21,293
19-Dec-20,Probable cases,461,461,,12/20/2020,12/6/2020,confirmed plus probable cases,Milwaukee County,1572,31,284,31,315
18-Dec-20,Probable cases,483,483,,12/19/2020,12/5/2020,confirmed plus probable cases,Milwaukee County,1572,49,350,49,399
17-Dec-20,Probable cases,513,513,,12/18/2020,12/4/2020,confirmed plus probable cases,Milwaukee County,1572,86,404,86,490
16-Dec-20,Probable cases,524,524,,12/17/2020,12/3/2020,confirmed plus probable cases,Milwaukee County,1572,72,444,72,516
15-Dec-20,Probable cases,542,542,,12/16/2020,12/2/2020,confirmed plus probable cases,Milwaukee County,1572,90,467,90,557
14-Dec-20,Probable cases,551,551,,12/15/2020,12/1/2020,confirmed plus probable cases,Milwaukee County,1572,108,540,108,648
13-Dec-20,Probable cases,576,576,,12/14/2020,11/30/2020,confirmed plus probable cases,Milwaukee County,1572,22,283,22,305
12-Dec-20,Probable cases,585,585,,12/13/2020,11/29/2020,confirmed plus probable cases,Milwaukee County,1572,36,436,36,472
11-Dec-20,Probable cases,584,584,,12/12/2020,11/28/2020,confirmed plus probable cases,Milwaukee County,1572,67,539,67,606
10-Dec-20,Probable cases,592,592,,12/11/2020,11/27/2020,confirmed plus probable cases,Milwaukee County,1572,47,522,47,569
9-Dec-20,Probable cases,609,609,,12/10/2020,11/26/2020,confirmed plus probable cases,Milwaukee County,1572,53,586,53,639
8-Dec-20,Probable cases,629,629,,12/9/2020,11/25/2020,confirmed plus probable cases,Milwaukee County,1572,77,545,77,622
7-Dec-20,Probable cases,665,665,,12/8/2020,11/24/2020,confirmed plus probable cases,Milwaukee County,1572,95,724,95,819
6-Dec-20,Probable cases,682,682,,12/7/2020,11/23/2020,confirmed plus probable cases,Milwaukee County,1572,32,338,32,370
5-Dec-20,Probable cases,710,710,,12/6/2020,11/22/2020,confirmed plus probable cases,Milwaukee County,1572,43,425,43,468
4-Dec-20,Probable cases,721,721,,12/5/2020,11/21/2020,confirmed plus probable cases,Milwaukee County,1572,84,574,84,658
3-Dec-20,Probable cases,731,731,,12/4/2020,11/20/2020,confirmed plus probable cases,Milwaukee County,1572,112,576,112,688
2-Dec-20,Probable cases,681,681,,12/3/2020,11/19/2020,confirmed plus probable cases,Milwaukee County,1572,106,678,106,784
1-Dec-20,Probable cases,679,679,,12/2/2020,11/18/2020,confirmed plus probable cases,Milwaukee County,1572,90,781,90,871
30-Nov-20,Probable cases,671,671,,12/1/2020,11/17/2020,confirmed plus probable cases,Milwaukee County,1572,95,843,95,938
29-Nov-20,Probable cases,666,666,,11/30/2020,11/16/2020,confirmed plus probable cases,Milwaukee County,1572,34,531,34,565
28-Nov-20,Probable cases,651,651,,11/29/2020,11/15/2020,confirmed plus probable cases,Milwaukee County,1572,36,512,36,548
27-Nov-20,Probable cases,657,657,,11/28/2020,11/14/2020,confirmed plus probable cases,Milwaukee County,1572,58,668,58,726
26-Nov-20,Probable cases,665,665,,11/27/2020,11/13/2020,confirmed plus probable cases,Milwaukee County,1572,24,312,24,336
25-Nov-20,Probable cases,733,733,,11/26/2020,11/12/2020,confirmed plus probable cases,Milwaukee County,1572,57,718,57,775
24-Nov-20,Probable cases,748,748,,11/25/2020,11/11/2020,confirmed plus probable cases,Milwaukee County,1572,67,745,67,812
23-Nov-20,Probable cases,769,769,,11/24/2020,11/10/2020,confirmed plus probable cases,Milwaukee County,1572,80,824,80,904
22-Nov-20,Probable cases,810,810,,11/23/2020,11/9/2020,confirmed plus probable cases,Milwaukee County,1572,29,431,29,460
21-Nov-20,Probable cases,816,816,,11/22/2020,11/8/2020,confirmed plus probable cases,Milwaukee County,1572,53,535,53,588
20-Nov-20,Probable cases,815,815,,11/21/2020,11/7/2020,confirmed plus probable cases,Milwaukee County,1572,90,694,90,784
19-Nov-20,Probable cases,859,859,,11/20/2020,11/6/2020,confirmed plus probable cases,Milwaukee County,1572,75,736,75,811
18-Nov-20,Probable cases,912,912,,11/19/2020,11/5/2020,confirmed plus probable cases,Milwaukee County,1572,82,798,82,880
17-Nov-20,Probable cases,953,953,,11/18/2020,11/4/2020,confirmed plus probable cases,Milwaukee County,1572,88,871,88,959
16-Nov-20,Probable cases,1001,1001,,11/17/2020,11/3/2020,confirmed plus probable cases,Milwaukee County,1572,114,1079,114,1193
15-Nov-20,Probable cases,1055,1055,,11/16/2020,11/2/2020,confirmed plus probable cases,Milwaukee County,1572,33,466,33,499
14-Nov-20,Probable cases,1090,1090,,11/15/2020,11/1/2020,confirmed plus probable cases,Milwaukee County,1572,41,540,41,581
13-Nov-20,Probable cases,1122,1122,,11/14/2020,10/31/2020,confirmed plus probable cases,Milwaukee County,1572,120,974,120,1094
12-Nov-20,Probable cases,1155,1155,,11/13/2020,10/30/2020,confirmed plus probable cases,Milwaukee County,1572,121,1060,121,1181
11-Nov-20,Probable cases,1175,1175,,11/12/2020,10/29/2020,confirmed plus probable cases,Milwaukee County,1572,137,1033,137,1170
10-Nov-20,Probable cases,1198,1198,,11/11/2020,10/28/2020,confirmed plus probable cases,Milwaukee County,1572,75,1218,75,1293
9-Nov-20,Probable cases,1201,1201,,11/10/2020,10/27/2020,confirmed plus probable cases,Milwaukee County,1572,105,1467,105,1572
8-Nov-20,Probable cases,1175,1175,,11/9/2020,10/26/2020,confirmed plus probable cases,Milwaukee County,1572,47,697,47,744
7-Nov-20,Probable cases,1173,1173,,11/8/2020,10/25/2020,confirmed plus probable cases,Milwaukee County,1572,59,745,59,804
6-Nov-20,Probable cases,1160,1160,,11/7/2020,10/24/2020,confirmed plus probable cases,Milwaukee County,1572,76,1245,76,1321
5-Nov-20,Probable cases,1110,1110,,11/6/2020,10/23/2020,confirmed plus probable cases,Milwaukee County,1572,74,1247,74,1321
4-Nov-20,Probable cases,1054,1054,,11/5/2020,10/22/2020,confirmed plus probable cases,Milwaukee County,1572,62,1273,62,1335
3-Nov-20,Probable cases,1001,1001,,11/4/2020,10/21/2020,confirmed plus probable cases,Milwaukee County,1572,75,1241,75,1316
2-Nov-20,Probable cases,938,938,,11/3/2020,10/20/2020,confirmed plus probable cases,Milwaukee County,1572,72,1315,72,1387
1-Nov-20,Probable cases,885,885,,11/2/2020,10/19/2020,confirmed plus probable cases,Milwaukee County,1572,56,677,56,733
31-Oct-20,Probable cases,848,848,,11/1/2020,10/18/2020,confirmed plus probable cases,Milwaukee County,1572,30,678,30,708
30-Oct-20,Probable cases,818,818,,10/31/2020,10/17/2020,confirmed plus probable cases,Milwaukee County,1572,59,915,59,974
29-Oct-20,Probable cases,780,780,,10/30/2020,10/16/2020,confirmed plus probable cases,Milwaukee County,1572,58,872,58,930
28-Oct-20,Probable cases,741,741,,10/29/2020,10/15/2020,confirmed plus probable cases,Milwaukee County,1572,50,914,50,964
27-Oct-20,Probable cases,705,705,,10/28/2020,10/14/2020,confirmed plus probable cases,Milwaukee County,1572,41,833,41,874
26-Oct-20,Probable cases,679,679,,10/27/2020,10/13/2020,confirmed plus probable cases,Milwaukee County,1572,46,968,46,1014
25-Oct-20,Probable cases,634,634,,10/26/2020,10/12/2020,confirmed plus probable cases,Milwaukee County,1572,24,451,24,475
24-Oct-20,Probable cases,616,616,,10/25/2020,10/11/2020,confirmed plus probable cases,Milwaukee County,1572,42,453,42,495
23-Oct-20,Probable cases,598,598,,10/24/2020,10/10/2020,confirmed plus probable cases,Milwaukee County,1572,34,676,34,710
22-Oct-20,Probable cases,576,576,,10/23/2020,10/9/2020,confirmed plus probable cases,Milwaukee County,1572,36,624,36,660
21-Oct-20,Probable cases,558,558,,10/22/2020,10/8/2020,confirmed plus probable cases,Milwaukee County,1572,48,663,48,711
20-Oct-20,Probable cases,532,532,,10/21/2020,10/7/2020,confirmed plus probable cases,Milwaukee County,1572,35,654,35,689
19-Oct-20,Probable cases,504,504,,10/20/2020,10/6/2020,confirmed plus probable cases,Milwaukee County,1572,38,663,38,701
18-Oct-20,Probable cases,486,486,,10/19/2020,10/5/2020,confirmed plus probable cases,Milwaukee County,1572,18,330,18,348
17-Oct-20,Probable cases,484,484,,10/18/2020,10/4/2020,confirmed plus probable cases,Milwaukee County,1572,21,351,21,372
16-Oct-20,Probable cases,482,482,,10/17/2020,10/3/2020,confirmed plus probable cases,Milwaukee County,1572,33,519,33,552
15-Oct-20,Probable cases,465,465,,10/16/2020,10/2/2020,confirmed plus probable cases,Milwaukee County,1572,42,496,42,538
14-Oct-20,Probable cases,457,457,,10/15/2020,10/1/2020,confirmed plus probable cases,Milwaukee County,1572,28,501,28,529
13-Oct-20,Probable cases,447,447,,10/14/2020,9/30/2020,confirmed plus probable cases,Milwaukee County,1572,49,443,49,492
12-Oct-20,Probable cases,443,443,,10/13/2020,9/29/2020,confirmed plus probable cases,Milwaukee County,1572,38,538,38,576
11-Oct-20,Probable cases,427,427,,10/12/2020,9/28/2020,confirmed plus probable cases,Milwaukee County,1572,23,311,23,334
10-Oct-20,Probable cases,412,412,,10/11/2020,9/27/2020,confirmed plus probable cases,Milwaukee County,1572,22,334,22,356
9-Oct-20,Probable cases,398,398,,10/10/2020,9/26/2020,confirmed plus probable cases,Milwaukee County,1572,38,397,38,435
8-Oct-20,Probable cases,380,380,,10/9/2020,9/25/2020,confirmed plus probable cases,Milwaukee County,1572,39,440,39,479
7-Oct-20,Probable cases,354,354,,10/8/2020,9/24/2020,confirmed plus probable cases,Milwaukee County,1572,42,418,42,460
6-Oct-20,Probable cases,331,331,,10/7/2020,9/23/2020,confirmed plus probable cases,Milwaukee County,1572,29,438,29,467
5-Oct-20,Probable cases,313,313,,10/6/2020,9/22/2020,confirmed plus probable cases,Milwaukee County,1572,44,414,44,458
4-Oct-20,Probable cases,296,296,,10/5/2020,9/21/2020,confirmed plus probable cases,Milwaukee County,1572,19,210,19,229
3-Oct-20,Probable cases,293,293,,10/4/2020,9/20/2020,confirmed plus probable cases,Milwaukee County,1572,20,241,20,261
2-Oct-20,Probable cases,286,286,,10/3/2020,9/19/2020,confirmed plus probable cases,Milwaukee County,1572,22,284,22,306
1-Oct-20,Probable cases,280,280,,10/2/2020,9/18/2020,confirmed plus probable cases,Milwaukee County,1572,23,277,23,300
30-Sep-20,Probable cases,275,275,,10/1/2020,9/17/2020,confirmed plus probable cases,Milwaukee County,1572,14,282,14,296
29-Sep-20,Probable cases,280,280,,9/30/2020,9/16/2020,confirmed plus probable cases,Milwaukee County,1572,21,321,21,342
28-Sep-20,Probable cases,273,273,,9/29/2020,9/15/2020,confirmed plus probable cases,Milwaukee County,1572,25,319,25,344
27-Sep-20,Probable cases,269,269,,9/28/2020,9/14/2020,confirmed plus probable cases,Milwaukee County,1572,20,183,20,203
26-Sep-20,Probable cases,264,264,,9/27/2020,9/13/2020,confirmed plus probable cases,Milwaukee County,1572,16,198,16,214
25-Sep-20,Probable cases,263,263,,9/26/2020,9/12/2020,confirmed plus probable cases,Milwaukee County,1572,22,241,22,263
24-Sep-20,Probable cases,254,254,,9/25/2020,9/11/2020,confirmed plus probable cases,Milwaukee County,1572,20,248,20,268
23-Sep-20,Probable cases,248,248,,9/24/2020,9/10/2020,confirmed plus probable cases,Milwaukee County,1572,19,312,19,331
22-Sep-20,Probable cases,236,236,,9/23/2020,9/9/2020,confirmed plus probable cases,Milwaukee County,1572,27,267,27,294
21-Sep-20,Probable cases,223,223,,9/22/2020,9/8/2020,confirmed plus probable cases,Milwaukee County,1572,28,286,28,314
20-Sep-20,Probable cases,208,208,,9/21/2020,9/7/2020,confirmed plus probable cases,Milwaukee County,1572,7,162,7,169
19-Sep-20,Probable cases,198,198,,9/20/2020,9/6/2020,confirmed plus probable cases,Milwaukee County,1572,17,186,17,203
18-Sep-20,Probable cases,186,186,,9/19/2020,9/5/2020,confirmed plus probable cases,Milwaukee County,1572,21,184,21,205
17-Sep-20,Probable cases,178,178,,9/18/2020,9/4/2020,confirmed plus probable cases,Milwaukee County,1572,19,207,19,226
16-Sep-20,Probable cases,166,166,,9/17/2020,9/3/2020,confirmed plus probable cases,Milwaukee County,1572,21,225,21,246
15-Sep-20,Probable cases,153,153,,9/16/2020,9/2/2020,confirmed plus probable cases,Milwaukee County,1572,14,188,14,202
14-Sep-20,Probable cases,149,149,,9/15/2020,9/1/2020,confirmed plus probable cases,Milwaukee County,1572,20,186,20,206
13-Sep-20,Probable cases,134,134,,9/14/2020,8/31/2020,confirmed plus probable cases,Milwaukee County,1572,3,97,3,100
12-Sep-20,Probable cases,131,131,,9/13/2020,8/30/2020,confirmed plus probable cases,Milwaukee County,1572,9,108,9,117
11-Sep-20,Probable cases,124,124,,9/12/2020,8/29/2020,confirmed plus probable cases,Milwaukee County,1572,26,128,26,154
10-Sep-20,Probable cases,118,118,,9/11/2020,8/28/2020,confirmed plus probable cases,Milwaukee County,1572,12,131,12,143
9-Sep-20,Probable cases,112,112,,9/10/2020,8/27/2020,confirmed plus probable cases,Milwaukee County,1572,15,137,15,152
8-Sep-20,Probable cases,107,107,,9/9/2020,8/26/2020,confirmed plus probable cases,Milwaukee County,1572,19,153,19,172
7-Sep-20,Probable cases,98,98,,9/8/2020,8/25/2020,confirmed plus probable cases,Milwaukee County,1572,3,102,3,105
6-Sep-20,Probable cases,102,102,,9/7/2020,8/24/2020,confirmed plus probable cases,Milwaukee County,1572,12,65,12,77
5-Sep-20,Probable cases,101,101,,9/6/2020,8/23/2020,confirmed plus probable cases,Milwaukee County,1572,3,67,3,70
4-Sep-20,Probable cases,103,103,,9/5/2020,8/22/2020,confirmed plus probable cases,Milwaukee County,1572,10,99,10,109
3-Sep-20,Probable cases,99,99,,9/4/2020,8/21/2020,confirmed plus probable cases,Milwaukee County,1572,8,96,8,104
2-Sep-20,Probable cases,99,99,,9/3/2020,8/20/2020,confirmed plus probable cases,Milwaukee County,1572,17,99,17,116
1-Sep-20,Probable cases,97,97,,9/2/2020,8/19/2020,confirmed plus probable cases,Milwaukee County,1572,7,101,7,108
31-Aug-20,Probable cases,97,97,,9/1/2020,8/18/2020,confirmed plus probable cases,Milwaukee County,1572,3,128,3,131
30-Aug-20,Probable cases,97,97,,8/31/2020,8/17/2020,confirmed plus probable cases,Milwaukee County,1572,5,66,5,71
29-Aug-20,Probable cases,97,97,,8/30/2020,8/16/2020,confirmed plus probable cases,Milwaukee County,1572,3,81,3,84
28-Aug-20,Probable cases,93,93,,8/29/2020,8/15/2020,confirmed plus probable cases,Milwaukee County,1572,5,76,5,81
27-Aug-20,Probable cases,98,98,,8/28/2020,8/14/2020,confirmed plus probable cases,Milwaukee County,1572,8,95,8,103
26-Aug-20,Probable cases,100,100,,8/27/2020,8/13/2020,confirmed plus probable cases,Milwaukee County,1572,9,92,9,101
25-Aug-20,Probable cases,108,108,,8/26/2020,8/12/2020,confirmed plus probable cases,Milwaukee County,1572,6,103,6,109
24-Aug-20,Probable cases,111,111,,8/25/2020,8/11/2020,confirmed plus probable cases,Milwaukee County,1572,7,129,7,136
23-Aug-20,Probable cases,117,117,,8/24/2020,8/10/2020,confirmed plus probable cases,Milwaukee County,1572,2,65,2,67
22-Aug-20,Probable cases,120,120,,8/23/2020,8/9/2020,confirmed plus probable cases,Milwaukee County,1572,4,54,4,58
21-Aug-20,Probable cases,125,125,,8/22/2020,8/8/2020,confirmed plus probable cases,Milwaukee County,1572,11,107,11,118
20-Aug-20,Probable cases,126,126,,8/21/2020,8/7/2020,confirmed plus probable cases,Milwaukee County,1572,9,108,9,117
19-Aug-20,Probable cases,129,129,,8/20/2020,8/6/2020,confirmed plus probable cases,Milwaukee County,1572,12,139,12,151
18-Aug-20,Probable cases,131,131,,8/19/2020,8/5/2020,confirmed plus probable cases,Milwaukee County,1572,7,129,7,136
17-Aug-20,Probable cases,137,137,,8/18/2020,8/4/2020,confirmed plus probable cases,Milwaukee County,1572,12,160,12,172
16-Aug-20,Probable cases,137,137,,8/17/2020,8/3/2020,confirmed plus probable cases,Milwaukee County,1572,6,84,6,90
15-Aug-20,Probable cases,139,139,,8/16/2020,8/2/2020,confirmed plus probable cases,Milwaukee County,1572,1,96,1,97
14-Aug-20,Probable cases,142,142,,8/15/2020,8/1/2020,confirmed plus probable cases,Milwaukee County,1572,6,119,6,125
13-Aug-20,Probable cases,149,149,,8/14/2020,7/31/2020,confirmed plus probable cases,Milwaukee County,1572,7,127,7,134
12-Aug-20,Probable cases,155,155,,8/13/2020,7/30/2020,confirmed plus probable cases,Milwaukee County,1572,12,151,12,163
11-Aug-20,Probable cases,163,163,,8/12/2020,7/29/2020,confirmed plus probable cases,Milwaukee County,1572,7,174,7,181
10-Aug-20,Probable cases,167,167,,8/11/2020,7/28/2020,confirmed plus probable cases,Milwaukee County,1572,11,159,11,170
9-Aug-20,Probable cases,172,172,,8/10/2020,7/27/2020,confirmed plus probable cases,Milwaukee County,1572,1,106,1,107
8-Aug-20,Probable cases,170,170,,8/9/2020,7/26/2020,confirmed plus probable cases,Milwaukee County,1572,2,117,2,119
7-Aug-20,Probable cases,173,173,,8/8/2020,7/25/2020,confirmed plus probable cases,Milwaukee County,1572,7,162,7,169
6-Aug-20,Probable cases,172,172,,8/7/2020,7/24/2020,confirmed plus probable cases,Milwaukee County,1572,7,174,7,181
5-Aug-20,Probable cases,174,174,,8/6/2020,7/23/2020,confirmed plus probable cases,Milwaukee County,1572,12,202,12,214
4-Aug-20,Probable cases,171,171,,8/5/2020,7/22/2020,confirmed plus probable cases,Milwaukee County,1572,10,199,10,209
3-Aug-20,Probable cases,176,176,,8/4/2020,7/21/2020,confirmed plus probable cases,Milwaukee County,1572,5,200,5,205
2-Aug-20,Probable cases,184,184,,8/3/2020,7/20/2020,confirmed plus probable cases,Milwaukee County,1572,4,92,4,96
1-Aug-20,Probable cases,186,186,,8/2/2020,7/19/2020,confirmed plus probable cases,Milwaukee County,1572,8,134,8,142
31-Jul-20,Probable cases,190,190,,8/1/2020,7/18/2020,confirmed plus probable cases,Milwaukee County,1572,7,150,7,157
30-Jul-20,Probable cases,200,200,,7/31/2020,7/17/2020,confirmed plus probable cases,Milwaukee County,1572,7,188,7,195
29-Jul-20,Probable cases,207,207,,7/30/2020,7/16/2020,confirmed plus probable cases,Milwaukee County,1572,10,185,10,195
28-Jul-20,Probable cases,216,216,,7/29/2020,7/15/2020,confirmed plus probable cases,Milwaukee County,1572,14,232,14,246
27-Jul-20,Probable cases,227,227,,7/28/2020,7/14/2020,confirmed plus probable cases,Milwaukee County,1572,10,247,10,257
26-Jul-20,Probable cases,237,237,,7/27/2020,7/13/2020,confirmed plus probable cases,Milwaukee County,1572,7,109,7,116
25-Jul-20,Probable cases,244,244,,7/26/2020,7/12/2020,confirmed plus probable cases,Milwaukee County,1572,6,160,6,166
24-Jul-20,Probable cases,248,248,,7/25/2020,7/11/2020,confirmed plus probable cases,Milwaukee County,1572,14,213,14,227
23-Jul-20,Probable cases,256,256,,7/24/2020,7/10/2020,confirmed plus probable cases,Milwaukee County,1572,6,237,6,243
22-Jul-20,Probable cases,264,264,,7/23/2020,7/9/2020,confirmed plus probable cases,Milwaukee County,1572,13,249,13,262
21-Jul-20,Probable cases,276,276,,7/22/2020,7/8/2020,confirmed plus probable cases,Milwaukee County,1572,18,300,18,318
