Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
28-Jul-20,Probable cases,841,841,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,9572,41,926,41,967
27-Jul-20,Probable cases,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,9572,34,1059,34,1093
26-Jul-20,Probable cases,851,851,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,9572,21,544,21,565
25-Jul-20,Probable cases,856,856,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,9572,22,595,22,617
24-Jul-20,Probable cases,864,864,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,9572,45,773,45,818
23-Jul-20,Probable cases,875,875,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,9572,22,789,22,811
22-Jul-20,Probable cases,896,896,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,9572,46,976,46,1022
21-Jul-20,Probable cases,900,900,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,9572,42,969,42,1011
20-Jul-20,Probable cases,907,907,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,9572,58,1058,58,1116
19-Jul-20,Probable cases,908,908,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,9572,19,581,19,600
18-Jul-20,Probable cases,915,915,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,9572,19,651,19,670
17-Jul-20,Probable cases,910,910,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,9572,62,834,62,896
16-Jul-20,Probable cases,905,905,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,9572,32,930,32,962
15-Jul-20,Probable cases,900,900,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,9572,41,1006,41,1047
14-Jul-20,Probable cases,893,893,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,9572,42,1020,42,1062
13-Jul-20,Probable cases,889,889,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,9572,40,1085,40,1125
12-Jul-20,Probable cases,877,877,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,9572,26,618,26,644
11-Jul-20,Probable cases,873,873,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,9572,16,619,16,635
10-Jul-20,Probable cases,848,848,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,9572,50,815,50,865
9-Jul-20,Probable cases,817,817,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,9572,36,889,36,925
8-Jul-20,Probable cases,787,787,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,9572,36,961,36,997
7-Jul-20,Probable cases,768,768,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,9572,33,999,33,1032
6-Jul-20,Probable cases,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,9572,41,1000,41,1041
5-Jul-20,Probable cases,712,712,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,9572,18,602,18,620
4-Jul-20,Probable cases,687,687,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,9572,20,442,20,462
3-Jul-20,Probable cases,689,689,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,9572,27,616,27,643
2-Jul-20,Probable cases,685,685,,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,9572,39,675,39,714
1-Jul-20,Probable cases,675,675,,7/2/2020,6/18/2020,confirmed plus probable cases,Wisconsin,9572,53,811,53,864
30-Jun-20,Probable cases,643,643,,7/1/2020,6/17/2020,confirmed plus probable cases,Wisconsin,9572,37,777,37,814
29-Jun-20,Probable cases,623,623,,6/30/2020,6/16/2020,confirmed plus probable cases,Wisconsin,9572,35,832,35,867
28-Jun-20,Probable cases,593,593,,6/29/2020,6/15/2020,confirmed plus probable cases,Wisconsin,9572,12,435,12,447
27-Jun-20,Probable cases,580,580,,6/28/2020,6/14/2020,confirmed plus probable cases,Wisconsin,9572,14,461,14,475
26-Jun-20,Probable cases,560,560,,6/27/2020,6/13/2020,confirmed plus probable cases,Wisconsin,9572,36,584,36,620
25-Jun-20,Probable cases,533,533,,6/26/2020,6/12/2020,confirmed plus probable cases,Wisconsin,9572,46,595,46,641
24-Jun-20,Probable cases,508,508,,6/25/2020,6/11/2020,confirmed plus probable cases,Wisconsin,9572,32,611,32,643
23-Jun-20,Probable cases,481,481,,6/24/2020,6/10/2020,confirmed plus probable cases,Wisconsin,9572,39,629,39,668
22-Jun-20,Probable cases,446,446,,6/23/2020,6/9/2020,confirmed plus probable cases,Wisconsin,9572,32,631,32,663
21-Jun-20,Probable cases,429,429,,6/22/2020,6/8/2020,confirmed plus probable cases,Wisconsin,9572,15,336,15,351
20-Jun-20,Probable cases,411,411,,6/21/2020,6/7/2020,confirmed plus probable cases,Wisconsin,9572,23,317,23,340
19-Jun-20,Probable cases,395,395,,6/20/2020,6/6/2020,confirmed plus probable cases,Wisconsin,9572,37,392,37,429
18-Jun-20,Probable cases,380,380,,6/19/2020,6/5/2020,confirmed plus probable cases,Wisconsin,9572,41,426,41,467
17-Jun-20,Probable cases,359,359,,6/18/2020,6/4/2020,confirmed plus probable cases,Wisconsin,9572,34,418,34,452
16-Jun-20,Probable cases,348,348,,6/17/2020,6/3/2020,confirmed plus probable cases,Wisconsin,9572,35,391,35,426
15-Jun-20,Probable cases,346,346,,6/16/2020,6/2/2020,confirmed plus probable cases,Wisconsin,9572,39,503,39,542
14-Jun-20,Probable cases,328,328,,6/15/2020,6/1/2020,confirmed plus probable cases,Wisconsin,9572,17,205,17,222
13-Jun-20,Probable cases,326,326,,6/14/2020,5/31/2020,confirmed plus probable cases,Wisconsin,9572,17,216,17,233
12-Jun-20,Probable cases,332,332,,6/13/2020,5/30/2020,confirmed plus probable cases,Wisconsin,9572,27,296,27,323
11-Jun-20,Probable cases,341,341,,6/12/2020,5/29/2020,confirmed plus probable cases,Wisconsin,9572,42,274,42,316
10-Jun-20,Probable cases,351,351,,6/11/2020,5/28/2020,confirmed plus probable cases,Wisconsin,9572,41,337,41,378
9-Jun-20,Probable cases,356,356,,6/10/2020,5/27/2020,confirmed plus probable cases,Wisconsin,9572,40,374,40,414
8-Jun-20,Probable cases,353,353,,6/9/2020,5/26/2020,confirmed plus probable cases,Wisconsin,9572,21,389,21,410
7-Jun-20,Probable cases,366,366,,6/8/2020,5/25/2020,confirmed plus probable cases,Wisconsin,9572,10,199,10,209
6-Jun-20,Probable cases,364,364,,6/7/2020,5/24/2020,confirmed plus probable cases,Wisconsin,9572,16,260,16,276
5-Jun-20,Probable cases,358,358,,6/6/2020,5/23/2020,confirmed plus probable cases,Wisconsin,9572,31,357,31,388
4-Jun-20,Probable cases,362,362,,6/5/2020,5/22/2020,confirmed plus probable cases,Wisconsin,9572,38,350,38,388
3-Jun-20,Probable cases,367,367,,6/4/2020,5/21/2020,confirmed plus probable cases,Wisconsin,9572,27,382,27,409
2-Jun-20,Probable cases,406,406,,6/3/2020,5/20/2020,confirmed plus probable cases,Wisconsin,9572,24,373,24,397
1-Jun-20,Probable cases,433,433,,6/2/2020,5/19/2020,confirmed plus probable cases,Wisconsin,9572,37,461,37,498
31-May-20,Probable cases,395,395,,6/1/2020,5/18/2020,confirmed plus probable cases,Wisconsin,9572,12,182,12,194
30-May-20,Probable cases,396,396,,5/31/2020,5/17/2020,confirmed plus probable cases,Wisconsin,9572,23,212,23,235
29-May-20,Probable cases,407,407,,5/30/2020,5/16/2020,confirmed plus probable cases,Wisconsin,9572,31,383,31,414
28-May-20,Probable cases,422,422,,5/29/2020,5/15/2020,confirmed plus probable cases,Wisconsin,9572,28,398,28,426
27-May-20,Probable cases,440,440,,5/28/2020,5/14/2020,confirmed plus probable cases,Wisconsin,9572,38,640,38,678
26-May-20,Probable cases,432,432,,5/27/2020,5/13/2020,confirmed plus probable cases,Wisconsin,9572,54,538,54,592
25-May-20,Probable cases,438,438,,5/26/2020,5/12/2020,confirmed plus probable cases,Wisconsin,9572,25,201,25,226
24-May-20,Probable cases,506,506,,5/25/2020,5/11/2020,confirmed plus probable cases,Wisconsin,9572,10,195,10,205
23-May-20,Probable cases,515,515,,5/24/2020,5/10/2020,confirmed plus probable cases,Wisconsin,9572,25,284,25,309
22-May-20,Probable cases,529,529,,5/23/2020,5/9/2020,confirmed plus probable cases,Wisconsin,9572,34,487,34,521
21-May-20,Probable cases,544,544,,5/22/2020,5/8/2020,confirmed plus probable cases,Wisconsin,9572,45,508,45,553
20-May-20,Probable cases,546,546,,5/21/2020,5/7/2020,confirmed plus probable cases,Wisconsin,9572,40,578,40,618
19-May-20,Probable cases,540,540,,5/20/2020,5/6/2020,confirmed plus probable cases,Wisconsin,9572,36,603,36,639
18-May-20,Probable cases,522,522,,5/19/2020,5/5/2020,confirmed plus probable cases,Wisconsin,9572,37,662,37,699
17-May-20,Probable cases,500,500,,5/18/2020,5/4/2020,confirmed plus probable cases,Wisconsin,9572,23,249,23,272
16-May-20,Probable cases,500,500,,5/17/2020,5/3/2020,confirmed plus probable cases,Wisconsin,9572,36,367,36,403
15-May-20,Probable cases,478,478,,5/16/2020,5/2/2020,confirmed plus probable cases,Wisconsin,9572,56,573,56,629
14-May-20,Probable cases,443,443,,5/15/2020,5/1/2020,confirmed plus probable cases,Wisconsin,9572,46,519,46,565
13-May-20,Probable cases,423,423,,5/14/2020,4/30/2020,confirmed plus probable cases,Wisconsin,9572,38,537,38,575
12-May-20,Probable cases,394,394,,5/13/2020,4/29/2020,confirmed plus probable cases,Wisconsin,9572,42,475,42,517
11-May-20,Probable cases,371,371,,5/12/2020,4/28/2020,confirmed plus probable cases,Wisconsin,9572,33,512,33,545
10-May-20,Probable cases,358,358,,5/11/2020,4/27/2020,confirmed plus probable cases,Wisconsin,9572,18,253,18,271
9-May-20,Probable cases,349,349,,5/10/2020,4/26/2020,confirmed plus probable cases,Wisconsin,9572,27,221,27,248
8-May-20,Probable cases,350,350,,5/9/2020,4/25/2020,confirmed plus probable cases,Wisconsin,9572,25,359,25,384
7-May-20,Probable cases,352,352,,5/8/2020,4/24/2020,confirmed plus probable cases,Wisconsin,9572,26,397,26,423
6-May-20,Probable cases,349,349,,5/7/2020,4/23/2020,confirmed plus probable cases,Wisconsin,9572,33,339,33,372
5-May-20,Probable cases,353,353,,5/6/2020,4/22/2020,confirmed plus probable cases,Wisconsin,9572,20,339,20,359
4-May-20,Probable cases,367,367,,5/5/2020,4/21/2020,confirmed plus probable cases,Wisconsin,9572,41,408,41,449
3-May-20,Probable cases,356,356,,5/4/2020,4/20/2020,confirmed plus probable cases,Wisconsin,9572,10,200,10,210
2-May-20,Probable cases,357,357,,5/3/2020,4/19/2020,confirmed plus probable cases,Wisconsin,9572,22,235,22,257
1-May-20,Probable cases,357,357,,5/2/2020,4/18/2020,confirmed plus probable cases,Wisconsin,9572,24,375,24,399
30-Apr-20,Probable cases,363,363,,5/1/2020,4/17/2020,confirmed plus probable cases,Wisconsin,9572,34,368,34,402
29-Apr-20,Probable cases,345,345,,4/30/2020,4/16/2020,confirmed plus probable cases,Wisconsin,9572,34,366,34,400
28-Apr-20,Probable cases,333,333,,4/29/2020,4/15/2020,confirmed plus probable cases,Wisconsin,9572,34,418,34,452
27-Apr-20,Probable cases,312,312,,4/28/2020,4/14/2020,confirmed plus probable cases,Wisconsin,9572,27,346,27,373
26-Apr-20,Probable cases,310,310,,4/27/2020,4/13/2020,confirmed plus probable cases,Wisconsin,9572,25,193,25,218
25-Apr-20,Probable cases,312,312,,4/26/2020,4/12/2020,confirmed plus probable cases,Wisconsin,9572,17,241,17,258
24-Apr-20,Probable cases,312,312,,4/25/2020,4/11/2020,confirmed plus probable cases,Wisconsin,9572,41,399,41,440
23-Apr-20,Probable cases,291,291,,4/24/2020,4/10/2020,confirmed plus probable cases,Wisconsin,9572,24,252,24,276
22-Apr-20,Probable cases,285,285,,4/23/2020,4/9/2020,confirmed plus probable cases,Wisconsin,9572,35,285,35,320
21-Apr-20,Probable cases,269,269,,4/22/2020,4/8/2020,confirmed plus probable cases,Wisconsin,9572,35,265,35,300
20-Apr-20,Probable cases,263,263,,4/21/2020,4/7/2020,confirmed plus probable cases,Wisconsin,9572,28,333,28,361
19-Apr-20,Probable cases,250,250,,4/20/2020,4/6/2020,confirmed plus probable cases,Wisconsin,9572,21,208,21,229
18-Apr-20,Probable cases,239,239,,4/19/2020,4/5/2020,confirmed plus probable cases,Wisconsin,9572,16,244,16,260
17-Apr-20,Probable cases,225,225,,4/18/2020,4/4/2020,confirmed plus probable cases,Wisconsin,9572,33,262,33,295
16-Apr-20,Probable cases,213,213,,4/17/2020,4/3/2020,confirmed plus probable cases,Wisconsin,9572,28,205,28,233
15-Apr-20,Probable cases,204,204,,4/16/2020,4/2/2020,confirmed plus probable cases,Wisconsin,9572,29,179,29,208
14-Apr-20,Probable cases,198,198,,4/15/2020,4/1/2020,confirmed plus probable cases,Wisconsin,9572,14,246,14,260
13-Apr-20,Probable cases,183,183,,4/14/2020,3/31/2020,confirmed plus probable cases,Wisconsin,9572,28,240,28,268
12-Apr-20,Probable cases,179,179,,4/13/2020,3/30/2020,confirmed plus probable cases,Wisconsin,9572,26,128,26,154
11-Apr-20,Probable cases,175,175,,4/12/2020,3/29/2020,confirmed plus probable cases,Wisconsin,9572,23,137,23,160
10-Apr-20,Probable cases,175,175,,4/11/2020,3/28/2020,confirmed plus probable cases,Wisconsin,9572,20,192,20,212
9-Apr-20,Probable cases,178,178,,4/10/2020,3/27/2020,confirmed plus probable cases,Wisconsin,9572,25,147,25,172
8-Apr-20,Probable cases,180,180,,4/9/2020,3/26/2020,confirmed plus probable cases,Wisconsin,9572,30,131,30,161
7-Apr-20,Probable cases,186,186,,4/8/2020,3/25/2020,confirmed plus probable cases,Wisconsin,9572,26,133,26,159
6-Apr-20,Probable cases,187,187,,4/7/2020,3/24/2020,confirmed plus probable cases,Wisconsin,9572,39,200,39,239
5-Apr-20,Probable cases,179,179,,4/6/2020,3/23/2020,confirmed plus probable cases,Wisconsin,9572,26,102,26,128
4-Apr-20,Probable cases,182,182,,4/5/2020,3/22/2020,confirmed plus probable cases,Wisconsin,9572,25,131,25,156
3-Apr-20,Probable cases,180,180,,4/4/2020,3/21/2020,confirmed plus probable cases,Wisconsin,9572,40,196,40,236
2-Apr-20,Probable cases,173,173,,4/3/2020,3/20/2020,confirmed plus probable cases,Wisconsin,9572,34,148,34,182
1-Apr-20,Probable cases,174,174,,4/2/2020,3/19/2020,confirmed plus probable cases,Wisconsin,9572,45,162,45,207
31-Mar-20,Probable cases,175,175,,4/1/2020,3/18/2020,confirmed plus probable cases,Wisconsin,9572,28,134,28,162
30-Mar-20,Probable cases,174,174,,3/31/2020,3/17/2020,confirmed plus probable cases,Wisconsin,9572,27,161,27,188
29-Mar-20,Probable cases,176,176,,3/30/2020,3/16/2020,confirmed plus probable cases,Wisconsin,9572,30,113,30,143
28-Mar-20,Probable cases,175,175,,3/29/2020,3/15/2020,confirmed plus probable cases,Wisconsin,9572,24,122,24,146
27-Mar-20,Probable cases,175,175,,3/28/2020,3/14/2020,confirmed plus probable cases,Wisconsin,9572,21,163,21,184
26-Mar-20,Probable cases,172,172,,3/27/2020,3/13/2020,confirmed plus probable cases,Wisconsin,9572,29,161,29,190
25-Mar-20,Probable cases,168,168,,3/26/2020,3/12/2020,confirmed plus probable cases,Wisconsin,9572,25,192,25,217
24-Mar-20,Probable cases,162,162,,3/25/2020,3/11/2020,confirmed plus probable cases,Wisconsin,9572,23,129,23,152
23-Mar-20,Probable cases,169,169,,3/24/2020,3/10/2020,confirmed plus probable cases,Wisconsin,9572,31,172,31,203
22-Mar-20,Probable cases,164,164,,3/23/2020,3/9/2020,confirmed plus probable cases,Wisconsin,9572,22,111,22,133
21-Mar-20,Probable cases,162,162,,3/22/2020,3/8/2020,confirmed plus probable cases,Wisconsin,9572,23,123,23,146
20-Mar-20,Probable cases,156,156,,3/21/2020,3/7/2020,confirmed plus probable cases,Wisconsin,9572,20,143,20,163
19-Mar-20,Probable cases,143,143,,3/20/2020,3/6/2020,confirmed plus probable cases,Wisconsin,9572,33,131,33,164
18-Mar-20,Probable cases,129,129,,3/19/2020,3/5/2020,confirmed plus probable cases,Wisconsin,9572,27,150,27,177
17-Mar-20,Probable cases,111,111,,3/18/2020,3/4/2020,confirmed plus probable cases,Wisconsin,9572,25,178,25,203
16-Mar-20,Probable cases,87,87,,3/17/2020,3/3/2020,confirmed plus probable cases,Wisconsin,9572,13,150,13,163
15-Mar-20,Probable cases,68,68,,3/16/2020,3/2/2020,confirmed plus probable cases,Wisconsin,9572,10,112,10,122
14-Mar-20,Probable cases,53,53,,3/15/2020,3/1/2020,confirmed plus probable cases,Wisconsin,9572,8,92,8,100
13-Mar-20,Probable cases,40,40,,3/14/2020,2/29/2020,confirmed plus probable cases,Wisconsin,9572,2,75,2,77
12-Mar-20,Probable cases,31,31,,3/13/2020,2/28/2020,confirmed plus probable cases,Wisconsin,9572,6,61,6,67
11-Mar-20,Probable cases,23,23,,3/12/2020,2/27/2020,confirmed plus probable cases,Wisconsin,9572,5,46,5,51
10-Mar-20,Probable cases,17,17,,3/11/2020,2/26/2020,confirmed plus probable cases,Wisconsin,9572,1,34,1,35
9-Mar-20,Probable cases,13,13,,3/10/2020,2/25/2020,confirmed plus probable cases,Wisconsin,9572,5,22,5,27
8-Mar-20,Probable cases,10,10,,3/9/2020,2/24/2020,confirmed plus probable cases,Wisconsin,9572,2,18,2,20
7-Mar-20,Probable cases,9,9,,3/8/2020,2/23/2020,confirmed plus probable cases,Wisconsin,9572,1,6,1,7
6-Mar-20,Probable cases,8,8,,3/7/2020,2/22/2020,confirmed plus probable cases,Wisconsin,9572,2,14,2,16
5-Mar-20,Probable cases,6,6,,3/6/2020,2/21/2020,confirmed plus probable cases,Wisconsin,9572,0,5,0,5
4-Mar-20,Probable cases,6,6,,3/5/2020,2/20/2020,confirmed plus probable cases,Wisconsin,9572,0,13,0,13
3-Mar-20,Probable cases,4,4,,3/4/2020,2/19/2020,confirmed plus probable cases,Wisconsin,9572,1,5,1,6
2-Mar-20,Probable cases,3,3,,3/3/2020,2/18/2020,confirmed plus probable cases,Wisconsin,9572,0,9,0,9
1-Mar-20,Probable cases,2,2,,3/2/2020,2/17/2020,confirmed plus probable cases,Wisconsin,9572,1,6,1,7
29-Feb-20,Probable cases,1,1,,3/1/2020,2/16/2020,confirmed plus probable cases,Wisconsin,9572,0,2,0,2
28-Feb-20,Probable cases,1,1,,2/29/2020,2/15/2020,confirmed plus probable cases,Wisconsin,9572,0,4,0,4
27-Feb-20,Probable cases,0,0,,2/28/2020,2/14/2020,confirmed plus probable cases,Wisconsin,9572,0,1,0,1
26-Feb-20,Probable cases,0,0,,2/27/2020,2/13/2020,confirmed plus probable cases,Wisconsin,9572,0,1,0,1
25-Feb-20,Probable cases,0,0,,2/26/2020,2/12/2020,confirmed plus probable cases,Wisconsin,9572,0,1,0,1
24-Feb-20,Probable cases,0,0,,2/25/2020,2/11/2020,confirmed plus probable cases,Wisconsin,9572,0,1,0,1
23-Feb-20,Probable cases,0,0,,2/24/2020,2/10/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
22-Feb-20,Probable cases,0,0,,2/23/2020,2/9/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
21-Feb-20,Probable cases,0,0,,2/22/2020,2/8/2020,confirmed plus probable cases,Wisconsin,9572,0,1,0,1
20-Feb-20,Probable cases,0,0,,2/21/2020,2/7/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
19-Feb-20,Probable cases,0,0,,2/20/2020,2/6/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
18-Feb-20,Probable cases,0,0,,2/19/2020,2/5/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
17-Feb-20,Probable cases,0,0,,2/18/2020,2/4/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
16-Feb-20,Probable cases,0,0,,2/17/2020,2/3/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
15-Feb-20,Probable cases,0,0,,2/16/2020,2/2/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
14-Feb-20,Probable cases,0,0,,2/15/2020,2/1/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
13-Feb-20,Probable cases,0,0,,2/14/2020,1/31/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
12-Feb-20,Probable cases,0,0,,2/13/2020,1/30/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
11-Feb-20,Probable cases,0,0,,2/12/2020,1/29/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
10-Feb-20,Probable cases,0,0,,2/11/2020,1/28/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
9-Feb-20,Probable cases,0,0,,2/10/2020,1/27/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
8-Feb-20,Probable cases,0,0,,2/9/2020,1/26/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
7-Feb-20,Probable cases,0,0,,2/8/2020,1/25/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
6-Feb-20,Probable cases,0,0,,2/7/2020,1/24/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
5-Feb-20,Probable cases,0,0,,2/6/2020,1/23/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
4-Feb-20,Probable cases,0,0,,2/5/2020,1/22/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
3-Feb-20,Probable cases,0,0,,2/4/2020,1/21/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
2-Feb-20,Probable cases,0,0,,2/3/2020,1/20/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
1-Feb-20,Probable cases,0,0,,2/2/2020,1/19/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
31-Jan-20,Probable cases,0,0,,2/1/2020,1/18/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
30-Jan-20,Probable cases,0,0,,1/31/2020,1/17/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
29-Jan-20,Probable cases,0,0,,1/30/2020,1/16/2020,confirmed plus probable cases,Wisconsin,9572,0,1,0,1
28-Jan-20,Probable cases,0,0,,1/29/2020,1/15/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
27-Jan-20,Probable cases,0,0,,1/28/2020,1/14/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
26-Jan-20,Probable cases,0,0,,1/27/2020,1/13/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
25-Jan-20,Probable cases,0,0,,1/26/2020,1/12/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
24-Jan-20,Probable cases,0,0,,1/25/2020,1/11/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
23-Jan-20,Probable cases,0,0,,1/24/2020,1/10/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
22-Jan-20,Probable cases,0,0,,1/23/2020,1/9/2020,confirmed plus probable cases,Wisconsin,9572,0,0,0,0
23-Feb-21,Confirmed cases,384,384,,2/24/2021,2/10/2021,confirmed plus probable cases,Wisconsin,9572,41,41,27,68
22-Feb-21,Confirmed cases,485,485,,2/23/2021,2/9/2021,confirmed plus probable cases,Wisconsin,9572,291,291,88,379
21-Feb-21,Confirmed cases,543,543,,2/22/2021,2/8/2021,confirmed plus probable cases,Wisconsin,9572,153,153,34,187
20-Feb-21,Confirmed cases,588,588,,2/21/2021,2/7/2021,confirmed plus probable cases,Wisconsin,9572,242,242,33,275
19-Feb-21,Confirmed cases,624,624,,2/20/2021,2/6/2021,confirmed plus probable cases,Wisconsin,9572,398,398,99,497
18-Feb-21,Confirmed cases,647,647,,2/19/2021,2/5/2021,confirmed plus probable cases,Wisconsin,9572,514,514,97,611
17-Feb-21,Confirmed cases,658,658,,2/18/2021,2/4/2021,confirmed plus probable cases,Wisconsin,9572,567,567,105,672
16-Feb-21,Confirmed cases,696,696,,2/17/2021,2/3/2021,confirmed plus probable cases,Wisconsin,9572,644,644,131,775
15-Feb-21,Confirmed cases,717,717,,2/16/2021,2/2/2021,confirmed plus probable cases,Wisconsin,9572,636,636,153,789
14-Feb-21,Confirmed cases,744,744,,2/15/2021,2/1/2021,confirmed plus probable cases,Wisconsin,9572,447,447,53,500
13-Feb-21,Confirmed cases,763,763,,2/14/2021,1/31/2021,confirmed plus probable cases,Wisconsin,9572,446,446,84,530
12-Feb-21,Confirmed cases,785,785,,2/13/2021,1/30/2021,confirmed plus probable cases,Wisconsin,9572,550,550,107,657
11-Feb-21,Confirmed cases,829,829,,2/12/2021,1/29/2021,confirmed plus probable cases,Wisconsin,9572,578,578,107,685
10-Feb-21,Confirmed cases,870,870,,2/11/2021,1/28/2021,confirmed plus probable cases,Wisconsin,9572,824,824,113,937
9-Feb-21,Confirmed cases,902,902,,2/10/2021,1/27/2021,confirmed plus probable cases,Wisconsin,9572,786,786,136,922
8-Feb-21,Confirmed cases,940,940,,2/9/2021,1/26/2021,confirmed plus probable cases,Wisconsin,9572,824,824,153,977
7-Feb-21,Confirmed cases,1023,1023,,2/8/2021,1/25/2021,confirmed plus probable cases,Wisconsin,9572,532,532,104,636
6-Feb-21,Confirmed cases,1058,1058,,2/7/2021,1/24/2021,confirmed plus probable cases,Wisconsin,9572,585,585,98,683
5-Feb-21,Confirmed cases,1100,1100,,2/6/2021,1/23/2021,confirmed plus probable cases,Wisconsin,9572,817,817,147,964
4-Feb-21,Confirmed cases,1157,1157,,2/5/2021,1/22/2021,confirmed plus probable cases,Wisconsin,9572,841,841,135,976
3-Feb-21,Confirmed cases,1206,1206,,2/4/2021,1/21/2021,confirmed plus probable cases,Wisconsin,9572,976,976,184,1160
2-Feb-21,Confirmed cases,1266,1266,,2/3/2021,1/20/2021,confirmed plus probable cases,Wisconsin,9572,1010,1010,174,1184
1-Feb-21,Confirmed cases,1310,1310,,2/2/2021,1/19/2021,confirmed plus probable cases,Wisconsin,9572,1339,1339,225,1564
31-Jan-21,Confirmed cases,1359,1359,,2/1/2021,1/18/2021,confirmed plus probable cases,Wisconsin,9572,757,757,120,877
30-Jan-21,Confirmed cases,1394,1394,,1/31/2021,1/17/2021,confirmed plus probable cases,Wisconsin,9572,853,853,126,979
29-Jan-21,Confirmed cases,1433,1433,,1/30/2021,1/16/2021,confirmed plus probable cases,Wisconsin,9572,1159,1159,205,1364
28-Jan-21,Confirmed cases,1468,1468,,1/29/2021,1/15/2021,confirmed plus probable cases,Wisconsin,9572,1124,1124,195,1319
27-Jan-21,Confirmed cases,1531,1531,,1/28/2021,1/14/2021,confirmed plus probable cases,Wisconsin,9572,1328,1328,249,1577
26-Jan-21,Confirmed cases,1572,1572,,1/27/2021,1/13/2021,confirmed plus probable cases,Wisconsin,9572,1297,1297,198,1495
25-Jan-21,Confirmed cases,1653,1653,,1/26/2021,1/12/2021,confirmed plus probable cases,Wisconsin,9572,1626,1626,276,1902
24-Jan-21,Confirmed cases,1691,1691,,1/25/2021,1/11/2021,confirmed plus probable cases,Wisconsin,9572,988,988,140,1128
23-Jan-21,Confirmed cases,1720,1720,,1/24/2021,1/10/2021,confirmed plus probable cases,Wisconsin,9572,1098,1098,148,1246
